FIRSTNAME,"MIDDLE NAME","LAST NAME",ID,BIRTHDAY,ADDRESS,SIGNATURE,"DATE ISSUE",SEX,STATUS,BIRTHPLACE,EMERGENCY,OCCUPATION,ELIGIBILITY,IDNO,QRCODE
RAFAEL,FLORES,GONZALES,R-202503-0345,"APR. 30, 1962","HOUSE #310 STREET 34, CALLAO, ALICIA, ISABELA, 8273",NO,,MALE,SINGLE,,,RETIRED,"SENIOR CITIZEN",,QR-R-D02150A3A6
TERESA,,RIVERA,R-202503-0346,"AUG. 30, 2004","HOUSE #310 STREET 34, CALLAO, ALICIA, ISABELA, 8273",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-A329E58B26
MIGUEL,,SALAZAR,R-202503-0347,"MAR. 17, 1969","HOUSE #388 STREET 50, BANTUG-PETINES, ALICIA, ISABELA, 1527",NO,,FEMALE,MARRIED,,,TEACHER,PWD,,QR-R-5F064313FF
ANA,LOPEZ,MIRANDA,R-202503-0348,"FEB. 5, 1992","HOUSE #388 STREET 50, BANTUG-PETINES, ALICIA, ISABELA, 1527",NO,,MALE,SINGLE,,,FACTORY_WORKER,,,QR-R-487864FD03
JOSEFINA,,GONZALES,R-202503-0349,"APR. 25, 1994","HOUSE #759 STREET 20, VICTORIA, ALICIA, ISABELA, 4994",NO,,FEMALE,SINGLE,,,FARMER,,,QR-R-0239D2B56A
MARIA,GARCIA,HERNANDEZ,R-202503-0350,"AUG. 14, 1971","HOUSE #759 STREET 20, VICTORIA, ALICIA, ISABELA, 4994",NO,,FEMALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-E23C42B104
JUAN,NAVARRO,PADILLA,R-202503-0351,"APR. 7, 1972","HOUSE #759 STREET 20, VICTORIA, ALICIA, ISABELA, 4994",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-A3403AC097
JUAN,CRUZ,DOMINGO,R-202503-0352,"AUG. 10, 2007","HOUSE #759 STREET 20, VICTORIA, ALICIA, ISABELA, 4994",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-EB9CC80B2F
JOSE,CRUZ,GUTIERREZ,R-202503-0353,"FEB. 23, 2013","HOUSE #235 STREET 13, BURGOS, ALICIA, ISABELA, 1935",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-5F46575895
ANTONIO,TORRES,ROMERO,R-202503-0354,"FEB. 20, 1961","HOUSE #235 STREET 13, BURGOS, ALICIA, ISABELA, 1935",NO,,FEMALE,SINGLE,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-CD697F27BA
LOURDES,SANTOS,SANTIAGO,R-202503-0355,"FEB. 2, 1970","HOUSE #235 STREET 13, BURGOS, ALICIA, ISABELA, 1935",NO,,MALE,MARRIED,,,LABORER,,,QR-R-D48240F90D
JOSE,GARCIA,"DEL ROSARIO",R-202503-0356,"DEC. 26, 2005","HOUSE #223 STREET 21, DAGUPAN, ALICIA, ISABELA, 2177",NO,,FEMALE,MARRIED,,,LABORER,,,QR-R-3F33E3BAEA
ANTONIO,,LOPEZ,R-202503-0357,"FEB. 17, 1988","HOUSE #223 STREET 21, DAGUPAN, ALICIA, ISABELA, 2177",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-FB98CA0455
ANA,TORRES,FLORES,R-202503-0358,"SEP. 29, 1939","HOUSE #223 STREET 21, DAGUPAN, ALICIA, ISABELA, 2177",NO,,FEMALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-F37F94C395
RAFAEL,CRUZ,VILLANUEVA,R-202503-0359,"MAR. 5, 1955","HOUSE #331 STREET 11, SANTO TOMAS, ALICIA, ISABELA, 2450",NO,,MALE,SINGLE,,,RETIRED,"SENIOR CITIZEN",,QR-R-13C0592604
ELENA,DIAZ,RAMOS,R-202503-0360,"JUL. 6, 1959","HOUSE #331 STREET 11, SANTO TOMAS, ALICIA, ISABELA, 2450",NO,,MALE,SINGLE,,,RETIRED,"SENIOR CITIZEN",,QR-R-2BB18ED4A5
JOSE,,PEREZ,R-202503-0361,"JUL. 11, 1987","HOUSE #435 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 1717",NO,,MALE,MARRIED,,,VENDOR,,,QR-R-94DEA86087
MARIA,,"DE GUZMAN",R-202503-0362,"NOV. 25, 1934","HOUSE #435 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 1717",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",10ECCC9B1B43,QR-R-64EF865007
ANTONIO,,MIRANDA,R-202503-0363,"NOV. 7, 1998","HOUSE #435 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 1717",NO,,MALE,WIDOWED,,,PRIVATE_EMPLOYEE,,D70923DD8F54,QR-R-AA5A1C3A0B
TERESA,SALAZAR,ROMERO,R-202503-0364,"OCT. 6, 2017","HOUSE #435 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 1717",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-ECC24881B2
PEDRO,,FERNANDEZ,R-202503-0365,"FEB. 3, 1983","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,MALE,WIDOWED,,,FACTORY_WORKER,,,QR-R-2D833F3EB5
CARMEN,,BAUTISTA,R-202503-0366,"MAR. 14, 1992","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,MALE,MARRIED,,,VENDOR,,3D519232F7CA,QR-R-81D9A5ACA2
JOSEFINA,,BAUTISTA,R-202503-0367,"MAY. 31, 1970","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-4A9E13DE7A
TERESA,REYES,ESPIRITU,R-202503-0368,"JUL. 20, 1970","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,MALE,MARRIED,,,FARMER,,,QR-R-2E3BE4E8A5
ROSA,FLORES,VILLANUEVA,R-202503-0369,"FEB. 21, 2002","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,FEMALE,SINGLE,,,LABORER,,,QR-R-0EF0E4B349
RAFAEL,SANTOS,MENDOZA,R-202503-0370,"OCT. 29, 2011","HOUSE #2 STREET 13, MATAAS NA KAHOY, ALICIA, ISABELA, 8337",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-679063E2FF
MANUEL,NAVARRO,RAMOS,R-202503-0371,"DEC. 23, 2003","HOUSE #886 STREET 50, PADDAD, ALICIA, ISABELA, 9734",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,,5F91AE792EA0,QR-R-4E15C105A6
TERESA,TORRES,PASCUAL,R-202503-0372,"DEC. 30, 1968","HOUSE #886 STREET 50, PADDAD, ALICIA, ISABELA, 9734",NO,,FEMALE,WIDOWED,,,FARMER,,,QR-R-F4522C1834
JUAN,,VILLEGAS,R-202503-0373,"FEB. 23, 1974","HOUSE #886 STREET 50, PADDAD, ALICIA, ISABELA, 9734",NO,,MALE,SINGLE,,,VENDOR,,,QR-R-8C9DA8E9F2
ANTONIO,RIVERA,MARQUEZ,R-202503-0374,"JUL. 19, 1987","HOUSE #370 STREET 6, BURGOS, ALICIA, ISABELA, 8182",NO,,MALE,MARRIED,,,UNEMPLOYED,,,QR-R-AA0EC56778
FRANCISCO,,VALDEZ,R-202503-0375,"NOV. 4, 1967","HOUSE #370 STREET 6, BURGOS, ALICIA, ISABELA, 8182",NO,,MALE,MARRIED,,,GOVERNMENT_EMPLOYEE,,,QR-R-097FC10FB1
ROSA,REYES,RIVERA,R-202503-0376,"JUL. 16, 1996","HOUSE #370 STREET 6, BURGOS, ALICIA, ISABELA, 8182",NO,,MALE,MARRIED,,,FARMER,,,QR-R-C8C6FC7181
MIGUEL,CRUZ,ROMERO,R-202503-0377,"AUG. 12, 1993","HOUSE #370 STREET 6, BURGOS, ALICIA, ISABELA, 8182",NO,,FEMALE,SINGLE,,,PRIVATE_EMPLOYEE,,,QR-R-B86E8648EA
ROSA,,GONZALES,R-202503-0378,"JAN. 24, 1985","HOUSE #947 STREET 38, PADDAD, ALICIA, ISABELA, 4360",NO,,MALE,MARRIED,,,VENDOR,PWD,,QR-R-FBC75136F9
LOURDES,GONZALES,NAVARRO,R-202503-0379,"AUG. 16, 1997","HOUSE #947 STREET 38, PADDAD, ALICIA, ISABELA, 4360",NO,,MALE,SINGLE,,,BUSINESS_OWNER,,C99F57C08DB0,QR-R-05A3C41124
CARLOS,CASTRO,REYES,R-202503-0380,"FEB. 1, 1936","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,MALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-C251AEB300
JOSEFINA,LOPEZ,PEREZ,R-202503-0381,"DEC. 18, 2023","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-E3A3E0DDFC
MARIA,,ROBLES,R-202503-0382,"MAY. 14, 1984","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,MALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-4785E579A4
MARIA,GARCIA,DIAZ,R-202503-0383,"MAR. 11, 1951","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-CAE91DC87D
JUAN,REYES,ROBLES,R-202503-0384,"APR. 25, 2002","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,FEMALE,SINGLE,,,FACTORY_WORKER,,,QR-R-A152581CBD
FRANCISCO,AQUINO,VILLEGAS,R-202503-0385,"SEP. 15, 1944","HOUSE #258 STREET 23, AMISTAD, ALICIA, ISABELA, 2830",NO,,FEMALE,MARRIED,,,UNEMPLOYED,"SENIOR CITIZEN",,QR-R-FF219929CB
ANTONIO,"DE LA CRUZ",TORRES,R-202503-0386,"AUG. 5, 1965","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,SINGLE,,,FARMER,,,QR-R-B5ECFFC231
PEDRO,FLORES,RODRIGUEZ,R-202503-0387,"OCT. 31, 2016","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,SINGLE,,,STUDENT,PWD,,QR-R-4FED6F39E0
LOURDES,,CASTRO,R-202503-0388,"NOV. 14, 1954","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",0E44BC57C7A5,QR-R-B6A7B0EC45
LUIS,CRUZ,VILLEGAS,R-202503-0389,"NOV. 15, 1966","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-40D53A6AD5
ELENA,RIVERA,NAVARRO,R-202503-0390,"NOV. 25, 2010","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-E1722F4711
MIGUEL,,NAVARRO,R-202503-0391,"AUG. 22, 2008","HOUSE #485 STREET 21, M.H. DEL PILAR, ALICIA, ISABELA, 3519",NO,,MALE,SINGLE,,,STUDENT,,1EAB8958C789,QR-R-A453F6A6A8
CARLOS,GONZALES,BAUTISTA,R-202503-0392,"SEP. 15, 1976","HOUSE #368 STREET 5, AURORA, ALICIA, ISABELA, 4668",NO,,FEMALE,SEPARATED,,,VENDOR,,,QR-R-71FDB71E28
ANTONIO,,ROMERO,R-202503-0393,"OCT. 8, 1973","HOUSE #368 STREET 5, AURORA, ALICIA, ISABELA, 4668",NO,,MALE,WIDOWED,,,FACTORY_WORKER,,,QR-R-4DD3E42F08
PEDRO,PEREZ,MIRANDA,R-202503-0394,"OCT. 7, 1990","HOUSE #368 STREET 5, AURORA, ALICIA, ISABELA, 4668",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-E29C6401C7
MARIA,RAMOS,DOMINGO,R-202503-0395,"MAY. 24, 1977","HOUSE #368 STREET 5, AURORA, ALICIA, ISABELA, 4668",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-DBC98B7C8E
ELENA,,ESPIRITU,R-202503-0396,"OCT. 14, 1941","HOUSE #368 STREET 5, AURORA, ALICIA, ISABELA, 4668",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-0141E866BC
MANUEL,,VILLEGAS,R-202503-0397,"NOV. 25, 2023","HOUSE #823 STREET 31, CALAOCAN (POB.), ALICIA, ISABELA, 2093",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-9FC3333F19
RAFAEL,,"DELA PEñA",R-202503-0398,"JAN. 11, 1992","HOUSE #823 STREET 31, CALAOCAN (POB.), ALICIA, ISABELA, 2093",NO,,MALE,SINGLE,,,FACTORY_WORKER,,1ED60A361254,QR-R-6B130C24A0
FRANCISCO,SALAZAR,NAVARRO,R-202503-0399,"JUN. 5, 2020","HOUSE #823 STREET 31, CALAOCAN (POB.), ALICIA, ISABELA, 2093",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-F45A120B80
PEDRO,,RAMOS,R-202503-0400,"SEP. 15, 2014","HOUSE #214 STREET 1, ANTONINO (POB.), ALICIA, ISABELA, 1162",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-2F0923D2D6
ANTONIO,GONZALES,FERNANDEZ,R-202503-0401,"MAY. 27, 1989","HOUSE #214 STREET 1, ANTONINO (POB.), ALICIA, ISABELA, 1162",NO,,FEMALE,SINGLE,,,LABORER,,7B73F0E26432,QR-R-9F60A3894B
LUIS,DOMINGO,"DEL ROSARIO",R-202503-0402,"APR. 30, 1979","HOUSE #214 STREET 1, ANTONINO (POB.), ALICIA, ISABELA, 1162",NO,,FEMALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-069934CC96
TERESA,"DE LA CRUZ",FLORES,R-202503-0403,"NOV. 9, 1986","HOUSE #214 STREET 1, ANTONINO (POB.), ALICIA, ISABELA, 1162",NO,,MALE,MARRIED,,,DRIVER,,,QR-R-EF256E4F0F
LUIS,SALAZAR,NAVARRO,R-202503-0404,"JAN. 26, 2011","HOUSE #214 STREET 1, ANTONINO (POB.), ALICIA, ISABELA, 1162",NO,,FEMALE,SINGLE,,,STUDENT,,DA22C2FFECAB,QR-R-2C48D607BF
JOSEFINA,,ESPIRITU,R-202503-0405,"SEP. 15, 2000","HOUSE #71 STREET 2, INANAMA, ALICIA, ISABELA, 8440",NO,,MALE,SINGLE,,,DRIVER,,,QR-R-45833AD9A0
CARLOS,PEREZ,HERNANDEZ,R-202503-0406,"OCT. 15, 1991","HOUSE #71 STREET 2, INANAMA, ALICIA, ISABELA, 8440",NO,,FEMALE,MARRIED,,,LABORER,,188821BDDC8A,QR-R-A3E59ED230
FRANCISCO,TORRES,RIVERA,R-202503-0407,"JUL. 20, 2014","HOUSE #71 STREET 2, INANAMA, ALICIA, ISABELA, 8440",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-CFFDF174AB
LOURDES,,CRUZ,R-202503-0408,"JUN. 13, 1978","HOUSE #71 STREET 2, INANAMA, ALICIA, ISABELA, 8440",NO,,MALE,MARRIED,,,FACTORY_WORKER,,DFDB412C5915,QR-R-EE528E986D
ELENA,FLORES,PEREZ,R-202503-0409,"JUL. 17, 2007","HOUSE #646 STREET 10, SAN JUAN, ALICIA, ISABELA, 1516",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-2BFD5CCFC8
LOURDES,SALAZAR,PEREZ,R-202503-0410,"NOV. 5, 1965","HOUSE #646 STREET 10, SAN JUAN, ALICIA, ISABELA, 1516",NO,,MALE,SEPARATED,,,FARMER,,,QR-R-90E84757D7
JOSEFINA,,VILLEGAS,R-202503-0411,"AUG. 1, 2009","HOUSE #646 STREET 10, SAN JUAN, ALICIA, ISABELA, 1516",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-27BB5927A1
JOSEFINA,,MARQUEZ,R-202503-0412,"FEB. 25, 1957","HOUSE #646 STREET 10, SAN JUAN, ALICIA, ISABELA, 1516",NO,,FEMALE,WIDOWED,,,RETIRED,"SENIOR CITIZEN",C6639E039F4A,QR-R-B0052F1648
CARMEN,,ROBLES,R-202503-0413,"AUG. 31, 1978","HOUSE #492 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 4721",NO,,MALE,MARRIED,,,LABORER,,,QR-R-BF31D4891B
PEDRO,GONZALES,"DEL ROSARIO",R-202503-0414,"MAR. 14, 2009","HOUSE #492 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 4721",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-B211EA7D22
MARIA,GARCIA,"DE LA CRUZ",R-202503-0415,"NOV. 16, 2009","HOUSE #492 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 4721",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-D7AA66B8F2
MIGUEL,,REYES,R-202503-0416,"FEB. 4, 1970","HOUSE #492 STREET 3, SAN ANTONIO (POB.), ALICIA, ISABELA, 4721",NO,,FEMALE,SINGLE,,,TEACHER,,,QR-R-81E0A8BA4B
ROSA,PEREZ,FLORES,R-202503-0417,"NOV. 21, 2009","HOUSE #111 STREET 25, AMISTAD, ALICIA, ISABELA, 8051",NO,,FEMALE,SINGLE,,,STUDENT,,D531F0D4AD6B,QR-R-AB8D0F7447
LUIS,,PADILLA,R-202503-0418,"MAR. 13, 1972","HOUSE #111 STREET 25, AMISTAD, ALICIA, ISABELA, 8051",NO,,FEMALE,WIDOWED,,,LABORER,,,QR-R-1665F686FB
JOSE,TORRES,REYES,R-202503-0419,"JAN. 3, 1942","HOUSE #61 STREET 34, APANAY, ALICIA, ISABELA, 7104",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN, PWD",,QR-R-8EFC81B7C5
LOURDES,,DOMINGO,R-202503-0420,"FEB. 7, 2017","HOUSE #61 STREET 34, APANAY, ALICIA, ISABELA, 7104",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-2536F8412D
CARMEN,TORRES,ROBLES,R-202503-0421,"JUN. 7, 1996","HOUSE #61 STREET 34, APANAY, ALICIA, ISABELA, 7104",NO,,MALE,MARRIED,,,FARMER,PWD,585100CD7B5B,QR-R-4BC95445C8
JOSE,RIVERA,RODRIGUEZ,R-202503-0422,"DEC. 24, 2008","HOUSE #61 STREET 34, APANAY, ALICIA, ISABELA, 7104",NO,,FEMALE,SINGLE,,,VENDOR,,,QR-R-D9BB8FD0E2
FRANCISCO,REYES,FLORES,R-202503-0423,"MAY. 17, 1997","HOUSE #61 STREET 34, APANAY, ALICIA, ISABELA, 7104",NO,,MALE,MARRIED,,,BUSINESS_OWNER,,,QR-R-15DEB7A196
RAFAEL,CASTRO,REYES,R-202503-0424,"JUN. 16, 2022","HOUSE #60 STREET 20, CALAOCAN (POB.), ALICIA, ISABELA, 4063",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-1BF5BD7CAB
ANA,SALAZAR,REYES,R-202503-0425,"SEP. 15, 1986","HOUSE #60 STREET 20, CALAOCAN (POB.), ALICIA, ISABELA, 4063",NO,,MALE,SINGLE,,,FARMER,,,QR-R-8804B95C48
LUIS,FLORES,SALAZAR,R-202503-0426,"NOV. 1, 2018","HOUSE #60 STREET 20, CALAOCAN (POB.), ALICIA, ISABELA, 4063",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-34DEA8B389
MANUEL,LOPEZ,MENDOZA,R-202503-0427,"APR. 30, 2005","HOUSE #751 STREET 38, BURGOS, ALICIA, ISABELA, 2686",NO,,MALE,SINGLE,,,VENDOR,PWD,,QR-R-44EF3A384E
SOFIA,DIAZ,AQUINO,R-202503-0428,"DEC. 25, 2007","HOUSE #751 STREET 38, BURGOS, ALICIA, ISABELA, 2686",NO,,FEMALE,SINGLE,,,VENDOR,,D6C453F01D07,QR-R-F012B88F53
ANTONIO,CRUZ,GUTIERREZ,R-202503-0429,"APR. 28, 2014","HOUSE #751 STREET 38, BURGOS, ALICIA, ISABELA, 2686",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-E5643A8B34
MARIA,DOMINGO,PADILLA,R-202503-0430,"APR. 10, 1995","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-A4FA1F221F
ROSA,,MORALES,R-202503-0431,"MAR. 31, 2012","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-D9F9249EA5
LOURDES,DIAZ,PADILLA,R-202503-0432,"MAY. 12, 1960","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",,QR-R-804A2CD3CD
CARMEN,MENDOZA,AQUINO,R-202503-0433,"JAN. 18, 1979","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,MALE,MARRIED,,,LABORER,,,QR-R-964792B557
CARMEN,LOPEZ,PADILLA,R-202503-0434,"MAR. 6, 1995","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,FEMALE,SINGLE,,,FACTORY_WORKER,,F3F64F38EFA2,QR-R-A0DCFB6C91
LOURDES,RODRIGUEZ,MORALES,R-202503-0435,"SEP. 4, 2014","HOUSE #760 STREET 47, M.H. DEL PILAR, ALICIA, ISABELA, 9357",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-8E5AC3F5C7
ELENA,SALAZAR,RAMOS,R-202503-0436,"MAY. 8, 2006","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,MALE,SINGLE,,,LABORER,,,QR-R-4B3CE1BA65
PEDRO,MENDOZA,VALDEZ,R-202503-0437,"MAR. 20, 1934","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,MALE,SEPARATED,,,FARMER,"SENIOR CITIZEN, PWD",5D99DF1D11F3,QR-R-6B82A40566
ANA,,DIAZ,R-202503-0438,"MAY. 2, 1958","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,FEMALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",6857019285A9,QR-R-6E6CE18263
JOSE,MENDOZA,DIAZ,R-202503-0439,"DEC. 17, 2010","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-596DF2BD00
LOURDES,SANTOS,SALAZAR,R-202503-0440,"MAR. 1, 1989","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-81CDB63E8A
MARIA,"DE LA CRUZ","DE GUZMAN",R-202503-0441,"FEB. 7, 1967","HOUSE #985 STREET 35, INANAMA, ALICIA, ISABELA, 3028",NO,,MALE,MARRIED,,,GOVERNMENT_EMPLOYEE,,,QR-R-1465FED2EB
MARIA,CRUZ,ESPIRITU,R-202503-0442,"AUG. 24, 1980","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,FEMALE,SINGLE,,,FACTORY_WORKER,,,QR-R-1959AC83BE
MANUEL,NAVARRO,TORRES,R-202503-0443,"JAN. 14, 2010","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,FEMALE,SINGLE,,,STUDENT,,95ABA4D72D48,QR-R-2DC9B78323
MIGUEL,,MORALES,R-202503-0444,"DEC. 5, 2016","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,FEMALE,SINGLE,,,STUDENT,,E61620C6FC5B,QR-R-CBEB10E793
FRANCISCO,,RAMOS,R-202503-0445,"DEC. 18, 2003","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,FEMALE,SINGLE,,,VENDOR,,,QR-R-A57D3D7A8A
TERESA,CRUZ,TORRES,R-202503-0446,"FEB. 4, 2024","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-7D09220FA6
CARLOS,,TORRES,R-202503-0447,"NOV. 4, 1966","HOUSE #119 STREET 39, PADDAD, ALICIA, ISABELA, 5605",NO,,FEMALE,SINGLE,,,LABORER,PWD,,QR-R-0EEF51F43B
MARIA,,VILLEGAS,R-202503-0448,"FEB. 19, 2015","HOUSE #443 STREET 36, RIZALUNA, ALICIA, ISABELA, 3939",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-D67C8905DA
JOSEFINA,SANTOS,"DE GUZMAN",R-202503-0449,"MAR. 26, 1989","HOUSE #443 STREET 36, RIZALUNA, ALICIA, ISABELA, 3939",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,PWD,,QR-R-829B6E7575
FRANCISCO,DOMINGO,RAMOS,R-202503-0450,"JUN. 5, 1993","HOUSE #443 STREET 36, RIZALUNA, ALICIA, ISABELA, 3939",NO,,MALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-015402F154
CARLOS,,LOPEZ,R-202503-0451,"AUG. 25, 1962","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,FEMALE,WIDOWED,,,FARMER,"SENIOR CITIZEN",,QR-R-192FB03116
CARLOS,,VILLEGAS,R-202503-0452,"MAY. 7, 1953","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,FEMALE,MARRIED,,,VENDOR,"SENIOR CITIZEN, PWD",,QR-R-4A2AB32B26
ELENA,,HERNANDEZ,R-202503-0453,"DEC. 9, 2013","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-2C9A38F318
SOFIA,MENDOZA,DIAZ,R-202503-0454,"MAR. 25, 1996","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,MALE,SINGLE,,,UNEMPLOYED,PWD,,QR-R-16B6BF5EBC
LUISA,SANTOS,PEREZ,R-202503-0455,"DEC. 5, 1998","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,MALE,MARRIED,,,VENDOR,,,QR-R-6BB1A968B1
PEDRO,GONZALES,ROMERO,R-202503-0456,"FEB. 5, 2012","HOUSE #496 STREET 44, LINGLINGAY, ALICIA, ISABELA, 6979",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-2D49A01A0B
MIGUEL,,DOMINGO,R-202503-0457,"DEC. 16, 2000","HOUSE #577 STREET 30, BAGONG SIKAT, ALICIA, ISABELA, 7199",NO,,MALE,MARRIED,,,LABORER,PWD,,QR-R-0F1A48C33D
LUISA,TORRES,MENDOZA,R-202503-0458,"JUL. 21, 1983","HOUSE #577 STREET 30, BAGONG SIKAT, ALICIA, ISABELA, 7199",NO,,MALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-F062D7846F
ANA,,GONZALES,R-202503-0459,"JUL. 24, 1994","HOUSE #577 STREET 30, BAGONG SIKAT, ALICIA, ISABELA, 7199",NO,,FEMALE,SINGLE,,,TEACHER,,,QR-R-F79CE5AEA6
